"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"HIV_0000000001","PUBLISHED","2000","EMR","AFG","1600 [1000–3500]","1600.00000","1000.00000","3500.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","ALB","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","AFR","BDI","130 000 [110 000–150 000]","130000.00000","110000.00000","150000.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","CMR","370 000 [350 000–410 000]","370000.00000","350000.00000","410000.00000",""
"HIV_0000000001","PUBLISHED","2000","AMR","CAN","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","AFR","CPV","1600 [1200–2500]","1600.00000","1200.00000","2500.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","CAF","160 000 [130 000–190 000]","160000.00000","130000.00000","190000.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","TCD","80 000 [60 000–100 000]","80000.00000","60000.00000","100000.00000",""
"HIV_0000000001","PUBLISHED","2000","AMR","CHL","14 000 [13 000–16 000]","14000.00000","13000.00000","16000.00000",""
"HIV_0000000001","PUBLISHED","2000","WPR","CHN","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","AMR","COL","110 000 [91 000–130 000]","110000.00000","91000.00000","130000.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","COM","<100 [<100–<100]","","","",""
"HIV_0000000001","PUBLISHED","2000","AFR","COG","80 000 [64 000–96 000]","80000.00000","64000.00000","96000.00000",""
"HIV_0000000001","PUBLISHED","2000","AMR","CRI","4300 [3700–4700]","4300.00000","3700.00000","4700.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","CIV","590 000 [470 000–740 000]","590000.00000","470000.00000","740000.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","HRV","<500 [<500–<500]","","","",""
"HIV_0000000001","PUBLISHED","2000","AMR","CUB","4100 [2900–5000]","4100.00000","2900.00000","5000.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","CYP","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","EUR","CZE","510 [<500–580]","510.00000","","580.00000",""
"HIV_0000000001","PUBLISHED","2000","SEAR","PRK","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","AFR","COD","540 000 [470 000–610 000]","540000.00000","470000.00000","610000.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","DNK","4000 [3600–4600]","4000.00000","3600.00000","4600.00000",""
"HIV_0000000001","PUBLISHED","2000","EMR","DJI","9400 [7200–12 000]","9400.00000","7200.00000","12000.00000",""
"HIV_0000000001","PUBLISHED","2000","AMR","DOM","85 000 [62 000–120 000]","85000.00000","62000.00000","120000.00000",""
"HIV_0000000001","PUBLISHED","2000","AMR","ECU","26 000 [15 000–46 000]","26000.00000","15000.00000","46000.00000",""
"HIV_0000000001","PUBLISHED","2000","EMR","EGY","1500 [1400–1600]","1500.00000","1400.00000","1600.00000",""
"HIV_0000000001","PUBLISHED","2000","AMR","SLV","18 000 [14 000–23 000]","18000.00000","14000.00000","23000.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","GNQ","13 000 [9200–18 000]","13000.00000","9200.00000","18000.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","ERI","16 000 [12 000–20 000]","16000.00000","12000.00000","20000.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","EST","3400 [2900–3900]","3400.00000","2900.00000","3900.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","SWZ","110 000 [98 000–120 000]","110000.00000","98000.00000","120000.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","ETH","750 000 [570 000–980 000]","750000.00000","570000.00000","980000.00000",""
"HIV_0000000001","PUBLISHED","2000","WPR","FJI","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","EUR","FIN","1100 [850–1400]","1100.00000","850.00000","1400.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","FRA","82 000 [69 000–97 000]","82000.00000","69000.00000","97000.00000",""
"HIV_0000000001","PUBLISHED","2000","WPR","KHM","81 000 [73 000–91 000]","81000.00000","73000.00000","91000.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","DZA","1900 [1700–2000]","1900.00000","1700.00000","2000.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","AGO","87 000 [72 000–110 000]","87000.00000","72000.00000","110000.00000",""
"HIV_0000000001","PUBLISHED","2000","AMR","ARG","64 000 [55 000–71 000]","64000.00000","55000.00000","71000.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","ARM","950 [580–1600]","950.00000","580.00000","1600.00000",""
"HIV_0000000001","PUBLISHED","2000","WPR","AUS","13 000 [11 000–15 000]","13000.00000","11000.00000","15000.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","AUT","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","EUR","AZE","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","AMR","BHS","5100 [4400–5900]","5100.00000","4400.00000","5900.00000",""
"HIV_0000000001","PUBLISHED","2000","EMR","BHR","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","SEAR","BGD","940 [800–1100]","940.00000","800.00000","1100.00000",""
"HIV_0000000001","PUBLISHED","2000","AMR","BRB","1100 [1000–1300]","1100.00000","1000.00000","1300.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","BLR","1400 [1100–1900]","1400.00000","1100.00000","1900.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","BEL","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","AMR","BLZ","1700 [1600–1800]","1700.00000","1600.00000","1800.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","BEN","47 000 [31 000–75 000]","47000.00000","31000.00000","75000.00000",""
"HIV_0000000001","PUBLISHED","2000","SEAR","BTN","530 [<200–970]","530.00000","","970.00000",""
"HIV_0000000001","PUBLISHED","2000","AMR","BOL","21 000 [20 000–23 000]","21000.00000","20000.00000","23000.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","BIH","<100 [<100–<100]","","","",""
"HIV_0000000001","PUBLISHED","2000","AFR","BWA","280 000 [270 000–300 000]","280000.00000","270000.00000","300000.00000",""
"HIV_0000000001","PUBLISHED","2000","AMR","BRA","410 000 [320 000–510 000]","410000.00000","320000.00000","510000.00000",""
"HIV_0000000001","PUBLISHED","2000","WPR","BRN","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","EUR","BGR","<500 [<500–<500]","","","",""
"HIV_0000000001","PUBLISHED","2000","AFR","BFA","140 000 [110 000–170 000]","140000.00000","110000.00000","170000.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","GAB","28 000 [20 000–38 000]","28000.00000","20000.00000","38000.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","GMB","9900 [7200–13 000]","9900.00000","7200.00000","13000.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","GEO","980 [720–1300]","980.00000","720.00000","1300.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","DEU","45 000 [37 000–54 000]","45000.00000","37000.00000","54000.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","GHA","270 000 [240 000–300 000]","270000.00000","240000.00000","300000.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","GRC","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","AMR","GTM","44 000 [41 000–47 000]","44000.00000","41000.00000","47000.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","GIN","83 000 [67 000–100 000]","83000.00000","67000.00000","100000.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","GNB","22 000 [20 000–25 000]","22000.00000","20000.00000","25000.00000",""
"HIV_0000000001","PUBLISHED","2000","AMR","GUY","2300 [1600–3100]","2300.00000","1600.00000","3100.00000",""
"HIV_0000000001","PUBLISHED","2000","AMR","HTI","150 000 [130 000–180 000]","150000.00000","130000.00000","180000.00000",""
"HIV_0000000001","PUBLISHED","2000","AMR","HND","40 000 [34 000–49 000]","40000.00000","34000.00000","49000.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","HUN","830 [700–950]","830.00000","700.00000","950.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","ISL","<100 [<100–<200]","","","",""
"HIV_0000000001","PUBLISHED","2000","SEAR","IND","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","SEAR","IDN","80 000 [72 000–89 000]","80000.00000","72000.00000","89000.00000",""
"HIV_0000000001","PUBLISHED","2000","EMR","IRN","16 000 [7900–35 000]","16000.00000","7900.00000","35000.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","IRL","1900 [1700–2200]","1900.00000","1700.00000","2200.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","ISR","2700 [2400–3100]","2700.00000","2400.00000","3100.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","ITA","68 000 [57 000–78 000]","68000.00000","57000.00000","78000.00000",""
"HIV_0000000001","PUBLISHED","2000","AMR","JAM","41 000 [37 000–46 000]","41000.00000","37000.00000","46000.00000",""
"HIV_0000000001","PUBLISHED","2000","WPR","JPN","6200 [5100–7200]","6200.00000","5100.00000","7200.00000",""
"HIV_0000000001","PUBLISHED","2000","EMR","JOR","<100 [<100–<200]","","","",""
"HIV_0000000001","PUBLISHED","2000","EUR","KAZ","1100 [1100–1200]","1100.00000","1100.00000","1200.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","KEN","1 700 000 [1 400 000–2 000 000]","1700000.00000","1400000.00000","2000000.00000",""
"HIV_0000000001","PUBLISHED","2000","EMR","KWT","<200 [<200–<200]","","","",""
"HIV_0000000001","PUBLISHED","2000","EUR","KGZ","710 [580–840]","710.00000","580.00000","840.00000",""
"HIV_0000000001","PUBLISHED","2000","WPR","LAO","2200 [2000–2400]","2200.00000","2000.00000","2400.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","LVA","2300 [2200–2500]","2300.00000","2200.00000","2500.00000",""
"HIV_0000000001","PUBLISHED","2000","EMR","LBN","910 [790–1000]","910.00000","790.00000","1000.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","LSO","260 000 [240 000–290 000]","260000.00000","240000.00000","290000.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","LBR","43 000 [41 000–45 000]","43000.00000","41000.00000","45000.00000",""
"HIV_0000000001","PUBLISHED","2000","EMR","LBY","950 [870–1000]","950.00000","870.00000","1000.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","LTU","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","EUR","LUX","<500 [<500–<500]","","","",""
"HIV_0000000001","PUBLISHED","2000","AFR","MDG","13 000 [7900–20 000]","13000.00000","7900.00000","20000.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","MWI","810 000 [740 000–860 000]","810000.00000","740000.00000","860000.00000",""
"HIV_0000000001","PUBLISHED","2000","WPR","MYS","55 000 [48 000–65 000]","55000.00000","48000.00000","65000.00000",""
"HIV_0000000001","PUBLISHED","2000","SEAR","MDV","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","AFR","MLI","110 000 [91 000–130 000]","110000.00000","91000.00000","130000.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","MLT","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","AFR","MRT","5500 [4500–6500]","5500.00000","4500.00000","6500.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","MUS","3200 [1500–6000]","3200.00000","1500.00000","6000.00000",""
"HIV_0000000001","PUBLISHED","2000","AMR","MEX","130 000 [94 000–190 000]","130000.00000","94000.00000","190000.00000",""
"HIV_0000000001","PUBLISHED","2000","WPR","MNG","<100 [<100–<100]","","","",""
"HIV_0000000001","PUBLISHED","2000","EUR","MNE","<100 [<100–<100]","","","",""
"HIV_0000000001","PUBLISHED","2000","EMR","MAR","9700 [7800–13 000]","9700.00000","7800.00000","13000.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","MOZ","840 000 [670 000–1 000 000]","840000.00000","670000.00000","1000000.00000",""
"HIV_0000000001","PUBLISHED","2000","SEAR","MMR","150 000 [130 000–170 000]","150000.00000","130000.00000","170000.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","NAM","140 000 [130 000–160 000]","140000.00000","130000.00000","160000.00000",""
"HIV_0000000001","PUBLISHED","2000","SEAR","NPL","16 000 [14 000–17 000]","16000.00000","14000.00000","17000.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","NLD","11 000 [11 000–12 000]","11000.00000","11000.00000","12000.00000",""
"HIV_0000000001","PUBLISHED","2000","WPR","NZL","1300 [1100–1500]","1300.00000","1100.00000","1500.00000",""
"HIV_0000000001","PUBLISHED","2000","AMR","NIC","3600 [2100–5300]","3600.00000","2100.00000","5300.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","NER","37 000 [31 000–44 000]","37000.00000","31000.00000","44000.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","NGA","1 300 000 [940 000–1 700 000]","1300000.00000","940000.00000","1700000.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","NOR","1900 [1700–2100]","1900.00000","1700.00000","2100.00000",""
"HIV_0000000001","PUBLISHED","2000","EMR","OMN","1300 [1100–1400]","1300.00000","1100.00000","1400.00000",""
"HIV_0000000001","PUBLISHED","2000","EMR","PAK","<500 [<500–520]","","","520.00000",""
"HIV_0000000001","PUBLISHED","2000","AMR","PAN","11 000 [10 000–12 000]","11000.00000","10000.00000","12000.00000",""
"HIV_0000000001","PUBLISHED","2000","WPR","PNG","20 000 [17 000–25 000]","20000.00000","17000.00000","25000.00000",""
"HIV_0000000001","PUBLISHED","2000","AMR","PRY","14 000 [7100–21 000]","14000.00000","7100.00000","21000.00000",""
"HIV_0000000001","PUBLISHED","2000","AMR","PER","71 000 [56 000–94 000]","71000.00000","56000.00000","94000.00000",""
"HIV_0000000001","PUBLISHED","2000","WPR","PHL","1000 [910–1200]","1000.00000","910.00000","1200.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","POL","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","EUR","PRT","32 000 [27 000–37 000]","32000.00000","27000.00000","37000.00000",""
"HIV_0000000001","PUBLISHED","2000","EMR","QAT","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","WPR","KOR","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","EUR","MDA","10 000 [8000–13 000]","10000.00000","8000.00000","13000.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","MKD","<100 [<100–<100]","","","",""
"HIV_0000000001","PUBLISHED","2000","EUR","ROU","7500 [6900–8100]","7500.00000","6900.00000","8100.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","RUS","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","AFR","RWA","240 000 [220 000–280 000]","240000.00000","220000.00000","280000.00000",""
"HIV_0000000001","PUBLISHED","2000","EMR","SAU","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","AFR","SEN","33 000 [29 000–39 000]","33000.00000","29000.00000","39000.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","SRB","1000 [660–1400]","1000.00000","660.00000","1400.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","SLE","40 000 [31 000–50 000]","40000.00000","31000.00000","50000.00000",""
"HIV_0000000001","PUBLISHED","2000","WPR","SGP","2900 [2600–3300]","2900.00000","2600.00000","3300.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","SVK","<200 [<100–<200]","","","",""
"HIV_0000000001","PUBLISHED","2000","EUR","SVN","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","EMR","SOM","16 000 [14 000–20 000]","16000.00000","14000.00000","20000.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","ZAF","3 300 000 [2 900 000–3 700 000]","3300000.00000","2900000.00000","3700000.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","SSD","90 000 [56 000–120 000]","90000.00000","56000.00000","120000.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","ESP","92 000 [78 000–110 000]","92000.00000","78000.00000","110000.00000",""
"HIV_0000000001","PUBLISHED","2000","SEAR","LKA","2200 [1900–2400]","2200.00000","1900.00000","2400.00000",""
"HIV_0000000001","PUBLISHED","2000","EMR","SDN","15 000 [7500–29 000]","15000.00000","7500.00000","29000.00000",""
"HIV_0000000001","PUBLISHED","2000","AMR","SUR","3100 [2300–4400]","3100.00000","2300.00000","4400.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","SWE","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","EUR","CHE","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","EMR","SYR","<500 [<500–<500]","","","",""
"HIV_0000000001","PUBLISHED","2000","EUR","TJK","1400 [780–2700]","1400.00000","780.00000","2700.00000",""
"HIV_0000000001","PUBLISHED","2000","SEAR","THA","740 000 [610 000–890 000]","740000.00000","610000.00000","890000.00000",""
"HIV_0000000001","PUBLISHED","2000","SEAR","TLS","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","AFR","TGO","94 000 [87 000–100 000]","94000.00000","87000.00000","100000.00000",""
"HIV_0000000001","PUBLISHED","2000","AMR","TTO","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","EMR","TUN","<500 [<200–710]","","","710.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","TUR","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","EUR","TKM","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","AFR","UGA","1 000 000 [930 000–1 100 000]","1000000.00000","930000.00000","1100000.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","UKR","170 000 [150 000–180 000]","170000.00000","150000.00000","180000.00000",""
"HIV_0000000001","PUBLISHED","2000","EMR","ARE","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","EUR","GBR","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","AFR","TZA","1 100 000 [1 000 000–1 200 000]","1100000.00000","1000000.00000","1200000.00000",""
"HIV_0000000001","PUBLISHED","2000","AMR","USA","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","AMR","URY","6000 [4200–12 000]","6000.00000","4200.00000","12000.00000",""
"HIV_0000000001","PUBLISHED","2000","EUR","UZB","14 000 [13 000–16 000]","14000.00000","13000.00000","16000.00000",""
"HIV_0000000001","PUBLISHED","2000","AMR","VEN","No data","","","",""
"HIV_0000000001","PUBLISHED","2000","WPR","VNM","120 000 [110 000–130 000]","120000.00000","110000.00000","130000.00000",""
"HIV_0000000001","PUBLISHED","2000","EMR","YEM","1100 [680–2500]","1100.00000","680.00000","2500.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","ZMB","890 000 [800 000–1 000 000]","890000.00000","800000.00000","1000000.00000",""
"HIV_0000000001","PUBLISHED","2000","AFR","ZWE","1 600 000 [1 400 000–1 900 000]","1600000.00000","1400000.00000","1900000.00000",""
"HIV_0000000001","PUBLISHED","2005","EMR","AFG","2900 [1700–5000]","2900.00000","1700.00000","5000.00000",""
"HIV_0000000001","PUBLISHED","2005","EUR","ALB","No data","","","",""
"HIV_0000000001","PUBLISHED","2005","AFR","DZA","3700 [3500–4000]","3700.00000","3500.00000","4000.00000",""
"HIV_0000000001","PUBLISHED","2005","AFR","AGO","150 000 [120 000–170 000]","150000.00000","120000.00000","170000.00000",""
"HIV_0000000001","PUBLISHED","2005","AMR","ARG","85 000 [76 000–94 000]","85000.00000","76000.00000","94000.00000",""
"HIV_0000000001","PUBLISHED","2005","EUR","ARM","2700 [2000–3500]","2700.00000","2000.00000","3500.00000",""
"HIV_0000000001","PUBLISHED","2005","WPR","AUS","16 000 [14 000–19 000]","16000.00000","14000.00000","19000.00000",""
"HIV_0000000001","PUBLISHED","2005","EUR","AUT","No data","","","",""
"HIV_0000000001","PUBLISHED","2005","EUR","AZE","No data","","","",""
"HIV_0000000001","PUBLISHED","2005","AMR","BHS","5100 [4400–6000]","5100.00000","4400.00000","6000.00000",""
"HIV_0000000001","PUBLISHED","2005","EMR","BHR","No data","","","",""
"HIV_0000000001","PUBLISHED","2005","SEAR","BGD","4000 [3500–4600]","4000.00000","3500.00000","4600.00000",""
"HIV_0000000001","PUBLISHED","2005","AMR","BRB","1700 [1500–1900]","1700.00000","1500.00000","1900.00000",""
"HIV_0000000001","PUBLISHED","2005","EUR","BLR","5400 [4500–6700]","5400.00000","4500.00000","6700.00000",""
"HIV_0000000001","PUBLISHED","2005","EUR","BEL","No data","","","",""
"HIV_0000000001","PUBLISHED","2005","AMR","BLZ","2800 [2600–3100]","2800.00000","2600.00000","3100.00000",""
"HIV_0000000001","PUBLISHED","2005","AFR","BEN","56 000 [37 000–90 000]","56000.00000","37000.00000","90000.00000",""
"HIV_0000000001","PUBLISHED","2005","SEAR","BTN","1100 [<500–2000]","1100.00000","","2000.00000",""
"HIV_0000000001","PUBLISHED","2005","AMR","BOL","26 000 [24 000–28 000]","26000.00000","24000.00000","28000.00000",""
"HIV_0000000001","PUBLISHED","2005","EUR","BIH","<200 [<100–<200]","","","",""
"HIV_0000000001","PUBLISHED","2005","AFR","BWA","310 000 [280 000–330 000]","310000.00000","280000.00000","330000.00000",""
"HIV_0000000001","PUBLISHED","2005","AMR","BRA","550 000 [420 000–680 000]","550000.00000","420000.00000","680000.00000",""
"HIV_0000000001","PUBLISHED","2005","WPR","BRN","No data","","","",""
"HIV_0000000001","PUBLISHED","2005","EUR","BGR","980 [910–1100]","980.00000","910.00000","1100.00000",""
"HIV_0000000001","PUBLISHED","2005","AFR","BFA","120 000 [95 000–140 000]","120000.00000","95000.00000","140000.00000",""
"HIV_0000000001","PUBLISHED","2005","AFR","BDI","110 000 [88 000–120 000]","110000.00000","88000.00000","120000.00000",""
"HIV_0000000001","PUBLISHED","2005","WPR","KHM","82 000 [70 000–97 000]","82000.00000","70000.00000","97000.00000",""
"HIV_0000000001","PUBLISHED","2005","AFR","CMR","470 000 [430 000–500 000]","470000.00000","430000.00000","500000.00000",""
"HIV_0000000001","PUBLISHED","2005","AMR","CAN","No data","","","",""
"HIV_0000000001","PUBLISHED","2005","AFR","CPV","1800 [1400–2700]","1800.00000","1400.00000","2700.00000",""
"HIV_0000000001","PUBLISHED","2005","AFR","CAF","150 000 [130 000–170 000]","150000.00000","130000.00000","170000.00000",""
"HIV_0000000001","PUBLISHED","2005","AFR","TCD","88 000 [69 000–110 000]","88000.00000","69000.00000","110000.00000",""
"HIV_0000000001","PUBLISHED","2005","AMR","CHL","25 000 [22 000–27 000]","25000.00000","22000.00000","27000.00000",""
"HIV_0000000001","PUBLISHED","2005","WPR","CHN","No data","","","",""
"HIV_0000000001","PUBLISHED","2005","AMR","COL","120 000 [98 000–140 000]","120000.00000","98000.00000","140000.00000",""
"HIV_0000000001","PUBLISHED","2005","AFR","COM","<100 [<100–<200]","","","",""
"HIV_0000000001","PUBLISHED","2005","AFR","COG","77 000 [63 000–90 000]","77000.00000","63000.00000","90000.00000",""
"HIV_0000000001","PUBLISHED","2005","AMR","CRI","6500 [5800–7200]","6500.00000","5800.00000","7200.00000",""
"HIV_0000000001","PUBLISHED","2005","AFR","CIV","510 000 [410 000–650 000]","510000.00000","410000.00000","650000.00000",""
"HIV_0000000001","PUBLISHED","2005","EUR","HRV","710 [630–800]","710.00000","630.00000","800.00000",""
"HIV_0000000001","PUBLISHED","2005","AMR","CUB","9000 [6700–11 000]","9000.00000","6700.00000","11000.00000",""
"HIV_0000000001","PUBLISHED","2005","EUR","CYP","No data","","","",""
"HIV_0000000001","PUBLISHED","2005","EUR","CZE","970 [820–1100]","970.00000","820.00000","1100.00000",""
"HIV_0000000001","PUBLISHED","2005","SEAR","PRK","No data","","","",""
"HIV_0000000001","PUBLISHED","2005","AFR","COD","510 000 [430 000–590 000]","510000.00000","430000.00000","590000.00000",""
"HIV_0000000001","PUBLISHED","2005","EUR","DNK","4900 [4500–5500]","4900.00000","4500.00000","5500.00000",""
"HIV_0000000001","PUBLISHED","2005","EMR","DJI","11 000 [9000–13 000]","11000.00000","9000.00000","13000.00000",""
"HIV_0000000001","PUBLISHED","2005","AMR","DOM","79 000 [61 000–100 000]","79000.00000","61000.00000","100000.00000",""
"HIV_0000000001","PUBLISHED","2005","AMR","ECU","29 000 [19 000–49 000]","29000.00000","19000.00000","49000.00000",""
"HIV_0000000001","PUBLISHED","2005","EMR","EGY","3200 [2800–3500]","3200.00000","2800.00000","3500.00000",""
"HIV_0000000001","PUBLISHED","2005","AMR","SLV","23 000 [17 000–28 000]","23000.00000","17000.00000","28000.00000",""
"HIV_0000000001","PUBLISHED","2005","AFR","GNQ","22 000 [17 000–28 000]","22000.00000","17000.00000","28000.00000",""
"HIV_0000000001","PUBLISHED","2005","AFR","ERI","17 000 [13 000–22 000]","17000.00000","13000.00000","22000.00000",""
"HIV_0000000001","PUBLISHED","2005","EUR","EST","5400 [4600–6000]","5400.00000","4600.00000","6000.00000",""
"HIV_0000000001","PUBLISHED","2005","AFR","SWZ","130 000 [120 000–140 000]","130000.00000","120000.00000","140000.00000",""
"HIV_0000000001","PUBLISHED","2005","AFR","ETH","640 000 [490 000–840 000]","640000.00000","490000.00000","840000.00000",""
"HIV_0000000001","PUBLISHED","2005","WPR","FJI","No data","","","",""
"HIV_0000000001","PUBLISHED","2005","EUR","FIN","1900 [1500–2400]","1900.00000","1500.00000","2400.00000",""
"HIV_0000000001","PUBLISHED","2005","EUR","FRA","110 000 [95 000–130 000]","110000.00000","95000.00000","130000.00000",""
"HIV_0000000001","PUBLISHED","2005","AFR","GAB","35 000 [27 000–43 000]","35000.00000","27000.00000","43000.00000",""
"HIV_0000000001","PUBLISHED","2005","AFR","GMB","15 000 [11 000–19 000]","15000.00000","11000.00000","19000.00000",""
"HIV_0000000001","PUBLISHED","2005","EUR","GEO","2800 [2300–3400]","2800.00000","2300.00000","3400.00000",""
"HIV_0000000001","PUBLISHED","2005","EUR","DEU","56 000 [46 000–65 000]","56000.00000","46000.00000","65000.00000",""
"HIV_0000000001","PUBLISHED","2005","AFR","GHA","280 000 [240 000–320 000]","280000.00000","240000.00000","320000.00000",""
"HIV_0000000001","PUBLISHED","2005","EMR","LBN","1300 [1100–1400]","1300.00000","1100.00000","1400.00000",""
"HIV_0000000001","PUBLISHED","2005","AFR","LSO","280 000 [260 000–300 000]","280000.00000","260000.00000","300000.00000",""
"HIV_0000000001","PUBLISHED","2005","AFR","LBR","41 000 [38 000–45 000]","41000.00000","38000.00000","45000.00000",""
"HIV_0000000001","PUBLISHED","2005","EMR","LBY","2900 [2700–3100]","2900.00000","2700.00000","3100.00000",""
"HIV_0000000001","PUBLISHED","2005","EUR","LTU","No data","","","",""
"HIV_0000000001","PUBLISHED","2005","EUR","LUX","<500 [<500–540]","","","540.00000",""
"HIV_0000000001","PUBLISHED","2005","AFR","MDG","19 000 [15 000–23 000]","19000.00000","15000.00000","23000.00000",""
"HIV_0000000001","PUBLISHED","2005","AFR","MWI","820 000 [720 000–900 000]","820000.00000","720000.00000","900000.00000",""
"HIV_0000000001","PUBLISHED","2005","WPR","MYS","66 000 [57 000–77 000]","66000.00000","57000.00000","77000.00000",""
"HIV_0000000001","PUBLISHED","2005","SEAR","MDV","No data","","","",""
"HIV_0000000001","PUBLISHED","2005","AFR","MLI","110 000 [91 000–130 000]","110000.00000","91000.00000","130000.00000",""
"HIV_0000000001","PUBLISHED","2005","EUR","MLT","No data","","","",""
"HIV_0000000001","PUBLISHED","2005","AFR","MRT","7500 [6400–8800]","7500.00000","6400.00000","8800.00000",""
"HIV_0000000001","PUBLISHED","2005","AFR","MUS","8000 [6100–11 000]","8000.00000","6100.00000","11000.00000",""
"HIV_0000000001","PUBLISHED","2005","EUR","LVA","3200 [2900–3600]","3200.00000","2900.00000","3600.00000",""
